area,Country,project_name,developer,Google Pin Location,number_of_bedrooms,typology,unit_plinth_area_sqm,total_units, Unit Price, price_per_sqm, Rent per Month,rent_per_sqm,service_charge,"Mortgage Installments (90%present value, 20years tenor, 15% interest rate)",mortgage_installments, mortgage_to_rent_ratio,"Projected Yield assuming 90% occupancy rate, 6% stamp duty"
Joska,Kenya,Malaa Housing Project,National Cooperative Housing Union (NACHU),"-1.27813, 37.13836",2,Bungalows,27,40,1350000,50000,8000,296,3000,15998.99,15110.16046,2,6
Joska,Kenya,Malaa Housing Project,National Cooperative Housing Union (NACHU),"-1.27813, 37.13836",2,Bungalows,51,40,3000000,58824,12000,235,3000,35553.32,33578.13436,3,4
Ongata Rongai,Kenya,Maloi Apartments,Cytonn Real Estate,"-1.39110, 36.77152",3,Apartments,120,20,7500000,62500,40000,333,3003,88883.3,123660.884771413,2.2,5
Sigona,Kenya,Maple Ridge Estate,Banda Homes,"-1.23472, 36.65421",3,Bungalows,138,12,12174005.0890585,93429.5354752343,35000,254,3003,139923.78536802,123660.884771413,2.46908850726552,5
Sigona,Kenya,Maple Ridge Estate,Banda Homes,"-1.23472, 36.65421",3,Bungalows,138,112,12174005.0890585,93429.5354752343,35000,254,3003,139923.78536802,123660.884771413,2.46908850726552,5
Sigona,Kenya,Maple Ridge II Estate,Banda Homes,"-1.23472, 36.65421",3,Bungalows,138,112,12174005.0890585,93429.5354752343,35000,254,3003,139923.78536802,123660.884771413,2.46908850726552,5
Ruaka,Kenya,Marigold Apartments,Cytonn Real Estate,"-1.20462, 36.77126",2,Apartments,90,40,9000000,100000,45000,500,3000,106659.96,100734.4031,2.4,5
Ruaka,Kenya,Marigold Apartments,Cytonn Real Estate,"-1.20462, 36.77126",3,Apartments,105,40,13000000,123810,60000,571,3000,154064.38,145505.2489,2.6,5
Westlands,Kenya,Marvel Heights,Cytonn Real Estate,"-1.25761, 36.79334",3,Apartments,223,36,27000000,121076,150000,673,3003,319979.87,123660.884771413,2.1,6
Syokimau,Kenya,Mavoko Park,Abdulahi Dahir,"-1.36463, 36.93962",4,Maisonette,92,40,12000000,130435,50000,543,3000,142213.27,142213.2749,2.8,4
Syokimau,Kenya,Mavoko Park,Abdulahi Dahir,"-1.36463, 36.93962",5,Maisonette,92,40,13000000,141304,50000,543,3000,154064.38,154064.3812,3.1,4
Kibiko,Kenya,Maya Gardens,Leapfrog Limited,"-1.33595, 36.62584",4,Townhouses,177,40,13250000,74859,105000,593,3000,157027.16,156138.3248,1.5,8
Lavington,Kenya,Merlin Court,AMS Properties,"-1.29458, 36.76265",3,Apartments,111,40,12174005.0890585,93429.5354752343,100000,488.966974900925,3003,139923.78536802,123660.884771413,2.46908850726552,5
Pangani,Kenya,Metro Fairview Towers,Edermann Group Ltd,"-1.26755, 36.83893",2,Apartments,43,144,12174005.0890585,93429.5354752343,30000,702,3003,139923.78536802,123660.884771413,2.46908850726552,5
Pangani,Kenya,Metro Fairview Towers,Edermann Group Ltd,"-1.26755, 36.83893",3,Apartments,111,48,12174005.0890585,93429.5354752343,40000,488.966974900925,3003,139923.78536802,123660.884771413,2.46908850726552,5
Ruaraka ,Kenya,Mi Vida,Actis,"-1.23452, 36.87693",1,Apartments,58,40,12174005.0890585,93429.5354752343,59775.1237623762,488.966974900925,3003,139923.78536802,123660.884771413,2.46908850726552,5
Ruaraka ,Kenya,Mi Vida,Actis,"-1.23452, 36.87693",2,Apartments,86,40,12174005.0890585,93429.5354752343,59775.1237623762,488.966974900925,3003,139923.78536802,123660.884771413,2.46908850726552,5
Ruaraka ,Kenya,Mi Vida,Actis,"-1.23452, 36.87693",2,Apartments,94,40,12174005.0890585,93429.5354752343,59775.1237623762,488.966974900925,3003,139923.78536802,123660.884771413,2.46908850726552,5
Ruaraka ,Kenya,Mi Vida,Actis,"-1.23452, 36.87693",3,Apartments,123,40,12174005.0890585,93429.5354752343,59775.1237623762,488.966974900925,3003,139923.78536802,123660.884771413,2.46908850726552,5
Ruaraka ,Kenya,Mi Vida,Actis,"-1.23452, 36.87693",2.64383561643836,Apartments,111,624,12174005.0890585,93429.5354752343,59775.1237623762,488.966974900925,3003,139923.78536802,123660.884771413,2.46908850726552,5
Kitengela,Kenya,Milimani Homes Project,Cherd Africa,"-1.50876, 36.93319",3,Bungalows,111,40,7900000,93429.5354752343,30000,488.966974900925,3000,93623.74,88422.42047,3.1,4
Westlands,Kenya,Mina Heights,Cytonn Real Estate,"-1.26417, 36.79716",2,Apartments,242,40,27000000,111738,155000,641,3003,319979.87,123660.884771413,2.1,6
Kibiko,Kenya,Mirabelle Villas,Cytonn Real Estate,"-1.34043, 36.63095",4,Maisonette,372,40,42000000,113022,150000,404,3000,497746.46,470093.881,3.3,4
Machakos,Kenya,Mloathi,National Cooperative Housing Union (NACHU),"-1.45163, 36.98359",2,Bungalows,20,40,1150000,57500,12000,600,3000,13628.77,13628.77218,1.1,11
Ruiru,Kenya,Monarch apartments,Cytonn Real Estate,"-1.15054, 36.95749",2,Apartments,84,30,7600000,90476,33000,393,3003,90068.41,123660.884771413,2.7,4
Ruiru,Kenya,Monarch apartments,Cytonn Real Estate,"-1.15054, 36.95749",3,Apartments,110,20,8500000,77273,50000,455,3003,100734.4,123660.884771413,2,6
Parklands,Kenya,Mulbery Casa,Cytonn Real Estate,"-1.25799, 36.81195",3,Apartments,218,8,18500000,84862,59775.1237623762,488.966974900925,3003,219245.47,123660.884771413,2.46908850726552,5
Parklands,Kenya,Mulbery Casa,Cytonn Real Estate,"-1.25799, 36.81195",4,Apartments,236,4,33000000,139831,59775.1237623762,488.966974900925,3003,391086.51,123660.884771413,2.46908850726552,5
Parklands,Kenya,Mulbery Casa,Cytonn Real Estate,"-1.25799, 36.81195",4,Apartments,236,12,24000000,101695,59775.1237623762,488.966974900925,3003,284426.55,123660.884771413,2.46908850726552,5
Parklands,Kenya,Muthaiga Valley,Cytonn Real Estate,"-1.25707, 36.83278",3,Apartments,175,50,18000000,102857,59775.1237623762,488.966974900925,3003,213319.91,123660.884771413,2.46908850726552,5
Syokimau,Kenya,Muthama Heights,Kings Developers Limited,"-1.38376, 36.92496",3,Maisonette,111,40,12500000,93429.5354752343,40000,488.966974900925,3000,148138.83,148138.828,3.7,3
Machakos,Kenya,Mutindwa,National Cooperative Housing Union (NACHU),"-1.43678, 36.97022",2,Bungalows,20,40,1150000,57500,12000,600,3000,13628.77,13628.77218,1.1,11
Matasia,Kenya,Namanisho Park,Cytonn Real Estate,"-1.38289, 36.68404",4,Maisonette,153,40,12000000,78431,45000,294,3000,142213.27,134312.5374,3.2,4
Kilimani,Kenya,Ndemi Gardens,Ndemi Gardens Ltd,"-1.29697, 36.77166",2,Apartments,103,40,8500000,82919,70000,683,3000,100734.4,95138.04734,1.4,8
Kilimani,Kenya,Ndemi Gardens,Ndemi Gardens Ltd,"-1.29697, 36.77166",2,Apartments,107,40,9000000,84112,75000,701,3000,106659.96,100734.4031,1.4,8
Kilimani,Kenya,Ndemi Gardens,Ndemi Gardens Ltd,"-1.29697, 36.77166",3,Apartments,127,40,12000000,94488,80000,630,3000,142213.27,134312.5374,1.8,7
Kilimani,Kenya,Ndemi Gardens,Ndemi Gardens Ltd,"-1.29697, 36.77166",3,Apartments,133,40,12500000,94212,85000,641,3000,148138.83,139908.8931,1.7,7
Kilimani,Kenya,Ndemi Gardens,Ndemi Gardens Ltd,"-1.29697, 36.77166",3,Apartments,133,40,12500000,93985,85000,639,3000,148138.83,139908.8931,1.7,7
Kilimani,Kenya,Ndemi Gardens,Ndemi Gardens Ltd,"-1.29697, 36.77166",3,Apartments,137,40,13000000,94891,85000,620,3000,154064.38,145505.2489,1.8,7
Kilimani,Kenya,Ndemi Gardens,Ndemi Gardens Ltd,"-1.29697, 36.77166",3,Apartments,144,40,13500000,94077,90000,627,3000,159989.93,151101.6046,1.8,7
Kilimani,Kenya,Ndemi Gardens,Ndemi Gardens Ltd,"-1.29697, 36.77166",3,Apartments,148,40,14000000,94915,95000,644,3000,165915.49,156697.9603,1.7,7
South C,Kenya,Nextgen Apartments,Cytonn Real Estate,"-1.32518, 36.84380",1,Apartments,69,40,12000000,173913,70000,1014,3003,142213.27,123660.884771413,2,6
South C,Kenya,Nextgen Apartments,Cytonn Real Estate,"-1.32518, 36.84380",2,Apartments,130,40,17500000,134615,90000,692,3003,207394.36,123660.884771413,2.3,5
South C,Kenya,Nextgen Apartments,Cytonn Real Estate,"-1.32518, 36.84380",3,Apartments,189,40,20000000,105820,59775.1237623762,488.966974900925,3003,237022.12,123660.884771413,2.46908850726552,5
Kitengela,Kenya,Ngasemo Housing Scheme,National Cooperative Housing Union (NACHU),"-1.60261, 36.89877",1,Bungalows,32,40,1350000,42188,12000,375,3000,15998.99,15110.16046,1.3,9
Kitengela,Kenya,Ngasemo Housing Scheme,National Cooperative Housing Union (NACHU),"-1.60261, 36.89877",2,Bungalows,23,40,1150000,50000,10000,435,3000,13628.77,12871.61817,1.4,9
Ngong,Kenya,Ngong Apartments,Cytonn Real Estate,"-1.29081, 36.76898",2,Apartments,90,40,6500000,72222,20000,222,3003,77032.19,123660.884771413,3.9,3
Ngong,Kenya,Ngong Apartments,Cytonn Real Estate,"-1.29081, 36.76898",3,Apartments,129,40,8300000,64341,50000,388,3003,98364.18,123660.884771413,2,6
Athi River,Kenya,NHC Rental,National Housing Corporation,"-1.44496, 37.00869",1,Apartments,35,40,12174005.0890585,93429.5354752343,9000,257,3000,139923.78536802,0,2.46908850726552,5
Athi River,Kenya,NHC Rental,National Housing Corporation,"-1.44496, 37.00869",1,Apartments,45,40,12174005.0890585,93429.5354752343,11500,256,3000,139923.78536802,0,2.46908850726552,5
Athi River,Kenya,NHC Rental,National Housing Corporation,"-1.44496, 37.00869",2,Apartments,55,40,12174005.0890585,93429.5354752343,16500,300,3000,139923.78536802,0,2.46908850726552,5
Dagoretti,Kenya,Nine sisters apartments,Cytonn Real Estate,"-1.29622, 36.68356",1,Apartments,60,20,6500000,108333,32000,533,3003,77032.19,123660.884771413,2.4,5
Dagoretti,Kenya,Nine sisters apartments,Cytonn Real Estate,"-1.29622, 36.68356",2,Apartments,112,70,7500000,66964,45000,402,3003,88883.3,123660.884771413,2,6
Lang'ata,Kenya,Nula apartments,Cytonn Real Estate,"-1.32216, 36.79439",2,Apartments,105,105,10000000,95238,50000,476,3003,118511.06,123660.884771413,2.4,5
Lang'ata,Kenya,Nula apartments,Cytonn Real Estate,"-1.32216, 36.79439",3,Apartments,145,40,13500000,93103,65000,448,3003,159989.93,123660.884771413,2.5,5
Kitengela,Kenya,Olive Court,Realto Group Limited,"-1.49388, 36.94652",3,Bungalows,132,40,8500000,64639,35000,266,3000,100734.4,95138.04734,2.9,4
Kileleshwa,Kenya,Olive point Villas,AMS Properties,"-1.26921, 36.79075",5,Apartments,111,11,12174005.0890585,93429.5354752343,350000,488.966974900925,3003,139923.78536802,123660.884771413,2.46908850726552,5
Thindigua,Kenya,OliveTree Apartments,Cytonn Real Estate,"-1.20333, 36.83768",2,Apartments,87,24,7000000,80460,35000,402,3003,82957.74,123660.884771413,2.4,5
Thindigua,Kenya,OliveTree Apartments,Cytonn Real Estate,"-1.20333, 36.83768",3,Apartments,120,24,8500000,70833,40000,333,3003,100734.4,123660.884771413,2.5,5
Ngong,Kenya,Oloolua Villas,Locus Development Partners,"-1.36590, 36.68275",3,Maisonette,120,40,7500000,62500,35000,292,3000,88883.3,83945.33589,2.5,5
Westlands,Kenya,One General Mathenge,AMS Properties,"-1.24971, 36.79165",3,Apartments,397,10,12174005.0890585,93429.5354752343,180000,453,3003,139923.78536802,123660.884771413,2.46908850726552,5
Westlands,Kenya,One General Mathenge,AMS Properties,"-1.24971, 36.79165",4,Apartments,111,18,12174005.0890585,93429.5354752343,200000,488.966974900925,3003,139923.78536802,123660.884771413,2.46908850726552,5
Westlands,Kenya,One General Mathenge,AMS Properties,"-1.24971, 36.79165",4,Apartments,111,3,12174005.0890585,93429.5354752343,200000,488.966974900925,3003,139923.78536802,123660.884771413,2.46908850726552,5
Westlands,Kenya,One General Mathenge,AMS Properties,"-1.24971, 36.79165",5,Apartments,111,5,12174005.0890585,93429.5354752343,350000,488.966974900925,3003,139923.78536802,123660.884771413,2.46908850726552,5
Westlands,Kenya,One General Mathenge,AMS Properties,"-1.24971, 36.79165",5,Apartments,567,5,105000000,185282,250000,441,3003,139923.78536802,123660.884771413,2.46908850726552,2
Westlands,Kenya,One General Mathenge,AMS Properties,"-1.24971, 36.79165",5,Apartments,827,2,160000000,193510,350000,423,3003,139923.78536802,123660.884771413,2.46908850726552,2
Westlands,Kenya,One West Park,Cytonn Real Estate,"-1.26255, 36.80697",2,Apartments,190,45,27000000,142105,124000,653,3003,319979.87,123660.884771413,2.6,5
Westlands,Kenya,One West Park,Cytonn Real Estate,"-1.26255, 36.80697",3,Apartments,209,23,34000000,162679,140000,670,3003,402937.61,123660.884771413,2.9,4
Donholm,Kenya,Oyster,Cytonn Real Estate,"-1.29444, 36.89900",2,Apartments,80,24,8500000,106250,40000,500,3003,100734.4,123660.884771413,2.5,5
Donholm,Kenya,Oyster,Cytonn Real Estate,"-1.29444, 36.89900",3,Apartments,96,16,7250000,75521,57000,594,3003,85920.52,123660.884771413,1.5,8
Kileleshwa,Kenya,Oysterville,Cytonn Real Estate,"-1.28096, 36.78334",2,Apartments,85,48,20000000,235294,110000,1294,3003,237022.12,123660.884771413,2.2,6
Ruaka,Kenya,Palace Apartments,Cytonn Real Estate,"-1.20351, 36.77668",2,Apartments,97,40,7000000,72165,40000,412,3000,82957.74,78348.98016,2.1,6
Syokimau,Kenya,Palm Mews,Thirties Investment Ltd,"-1.37911, 36.94154",2,Apartments,86,20,6000000,69767,30000,349,3003,71106.64,123660.884771413,2.4,5
Kibiko,Kenya,Pamora Villas,Cytonn Real Estate,"-1.33634, 36.62829",4,Maisonette,170,40,11500000,67647,50000,294,3000,136287.72,128716.1817,2.7,4
Parklands,Kenya,Parklands view apartments,Cytonn Real Estate,"-1.26079, 36.81227",3,Apartments,153,64,14000000,91503,59775.1237623762,488.966974900925,3003,165915.49,123660.884771413,2.46908850726552,5
South C,Kenya,Parklands view apartments,Cytonn Real Estate,"-1.26079, 36.81227",4,Apartments,158,40,16000000,101266,100000,633,3003,189617.7,123660.884771413,1.9,6
Ruaka,Kenya,Pearl Court,Cytonn Real Estate,"-1.21020, 36.78029",2,Apartments,108,40,9500000,87963,46000,426,3000,112585.51,106330.7588,2.4,5
Ruaka,Kenya,Pearl Court,Cytonn Real Estate,"-1.21020, 36.78029",3,Apartments,131,40,12000000,91603,60000,458,3000,142213.27,134312.5374,2.4,5
Kileleshwa,Kenya,Pearl Gardens,Cytonn Real Estate,"-1.28531, 36.77955",3,Apartments,240,32,29500000,122917,150000,625,3003,349607.63,123660.884771413,2.3,5
Riverside,Kenya,Pearl Riverside,Cytonn Real Estate,"-1.26878, 36.79727",3,Apartments,279,40,47000000,168459,280000,1004,3003,557001.99,123660.884771413,2,6
Kimunyu,Kenya,Penguin Estate,Mizizi Developers,"-1.05507, 36.94260",3,Bungalows,128,40,3250000,25391,28000,219,3000,38516.1,36376.31222,1.4,9
Kilimani,Kenya,Perry West,Cytonn Real Estate,"-1.29618, 36.77940",2,Apartments,108,52,12500000,115741,65000,602,3003,148138.83,123660.884771413,2.3,5
Kilimani,Kenya,Perry West,Cytonn Real Estate,"-1.29618, 36.77940",2,Apartments,115,52,13000000,113043,80000,696,3003,154064.38,123660.884771413,1.9,6
Kilimani,Kenya,Perry West,Cytonn Real Estate,"-1.29618, 36.77940",3,Apartments,165,26,17500000,106061,90000,545,3003,207394.36,123660.884771413,2.3,5
Kilimani,Kenya,Perry West,Cytonn Real Estate,"-1.29618, 36.77940",3,Apartments,198,26,22000000,111111,100000,505,3003,260724.34,123660.884771413,2.6,5
Lang'ata,Kenya,Phenom Estate,Chigwell Holdings Ltd,"-1.33031, 36.81242",3,Maisonette,111,343,12174005.0890585,93429.5354752343,110000,488.966974900925,3003,139923.78536802,123660.884771413,2.46908850726552,5
Athi River,Kenya,Pine city Estate,Oak Park Properties Ltd,"-1.42528, 36.98998",3,Maisonette,150,40,10500000,70000,30000,200,3000,124436.62,124436.6156,4.1,3
Athi River,Kenya,Prestige Park,National Cooperative Housing Union (NACHU),"-1.41103, 36.95404",4,Apartments,111,40,9900000,93429.5354752343,75000,488.966974900925,3000,117325.95,117325.9518,1.6,8
Kitengela,Kenya,Prestige Park,National Cooperative Housing Union (NACHU),"-1.41103, 36.95404",4,Apartments,20,40,9900000,495000,75000,3750,3000,117325.95,110807.8434,1.6,8
Thindigua,Kenya,Prime Rose,Cytonn Real Estate,"-1.20275, 36.83604",3,Apartments,113,40,12500000,110619,60000,531,3003,148138.83,123660.884771413,2.5,5
Parklands,Kenya,Primo Park,Cytonn Real Estate,"-1.25441, 36.81418",1,Apartments,54,20,8000000,148148,45000,833,3003,94808.85,123660.884771413,2.1,6
Parklands,Kenya,Primo Park,Cytonn Real Estate,"-1.25441, 36.81418",2,Apartments,109,15,13500000,123853,70000,642,3003,159989.93,123660.884771413,2.3,5
Parklands,Kenya,Primo Park,Cytonn Real Estate,"-1.25441, 36.81418",3,Apartments,180,10,20000000,111111,90000,500,3003,237022.12,123660.884771413,2.6,5
Athi River,Kenya,Prosper Apartments,Cytonn Real Estate,"-1.44919, 36.98199",2,Apartments,95,16,3600000,37895,59775.1237623762,488.966974900925,3003,42663.98,123660.884771413,2.46908850726552,5
Athi River,Kenya,Prosper Apartments,Cytonn Real Estate,"-1.44919, 36.98199",3,Apartments,120,48,4400000,36667,59775.1237623762,488.966974900925,3003,52144.87,123660.884771413,2.46908850726552,5
Baba Dogo,Kenya,Ramata Greens,Cytonn Real Estate,"-1.24350, 36.87130",2,Apartments,133,40,10800000,81238,35000,263,3000,127991.95,120881.2837,3.7,3
Baba Dogo,Kenya,Ramata Greens,Cytonn Real Estate,"-1.24350, 36.87130",3,Apartments,157,40,11800000,75157,40000,255,3000,139843.05,132073.9951,3.5,3
Westlands,Kenya,Rapta Terraces,Cytonn Real Estate,"-1.26535, 36.79761",3,Apartments,254,24,19000000,74803,80000,315,3003,225171.02,123660.884771413,2.8,4
Westlands,Kenya,Rapta Terraces,Cytonn Real Estate,"-1.26535, 36.79761",4,Apartments,265,9,21000000,79245,90000,340,3003,248873.23,123660.884771413,2.8,4
Thindigua,Kenya,Redrose Gardens,Cytonn Real Estate,"-1.20028, 36.83403",3,Apartments,93,43,13000000,139785,70000,753,3003,154064.38,123660.884771413,2.2,5
South B,Kenya,Regal Point Apartments,Cytonn Real Estate,"-1.32063, 36.84299",2,Apartments,65,22,8600000,132308,40000,615,3003,101919.51,123660.884771413,2.5,5
South B,Kenya,Regal Point Apartments,Cytonn Real Estate,"-1.32063, 36.84299",3,Apartments,113,22,10500000,92920,60000,531,3003,124436.62,123660.884771413,2.1,6
Dagoretti,Kenya,Riara Paddocks,Cytonn Real Estate,"-1.29827, 36.76521",3,Apartments,190,40,12000000,63158,59775.1237623762,488.966974900925,3003,142213.27,123660.884771413,2.46908850726552,5
Ruaka,Kenya,Riverbank apartments,Centum Real Estate,"-1.21062, 36.79577",1,Apartments,87,40,16000000,183908,60000,690,3000,189617.7,179083.3832,3.2,4
Ruaka,Kenya,Riverbank apartments,Centum Real Estate,"-1.21062, 36.79577",2,Apartments,130,40,24000000,184615,75000,577,3000,284426.55,268625.0748,3.8,3
Ruaka,Kenya,Riverbank apartments,Centum Real Estate,"-1.21062, 36.79577",3,Apartments,185,40,30000000,162162,85000,459,3000,355533.19,335781.3436,4.2,3
Kitengela,Kenya,Riverine Apartments,Cytonn Real Estate,"-1.57143, 36.92842",2,Apartments,95,22,7000000,73684,25000,263,3003,82957.74,123660.884771413,3.3,4
Kitengela,Kenya,Riverine Apartments,Cytonn Real Estate,"-1.57143, 36.92842",3,Apartments,105,38,8100000,77143,35000,333,3003,95993.96,123660.884771413,2.7,4
Ruiru,Kenya,Riverrun Estates,Cytonn Real Estate,"-1.13383, 36.87838",2,Apartments,91,600,12174005.0890585,93429.5354752343,59775.1237623762,488.966974900925,3003,139923.78536802,123660.884771413,2.46908850726552,5
Ruiru,Kenya,Riverrun Estates,Cytonn Real Estate,"-1.13383, 36.87838",3,Apartments,120,40,12174005.0890585,93429.5354752343,59775.1237623762,488.966974900925,3003,139923.78536802,123660.884771413,2.46908850726552,5
Ruiru,Kenya,Riverrun Estates,Cytonn Real Estate,"-1.13383, 36.87838",3,Maisonette,111,600,12174005.0890585,93429.5354752343,59775.1237623762,488.966974900925,3003,139923.78536802,123660.884771413,2.46908850726552,5
Ruiru,Kenya,Riverrun Estates,Cytonn Real Estate,"-1.13383, 36.87838",4,Maisonette,190,40,12174005.0890585,93429.5354752343,59775.1237623762,488.966974900925,3003,139923.78536802,123660.884771413,2.46908850726552,5
Ruiru,Kenya,Riverrun Estates,Cytonn Real Estate,"-1.13383, 36.87838",4,Maisonette,250,40,12174005.0890585,93429.5354752343,59775.1237623762,488.966974900925,3003,139923.78536802,123660.884771413,2.46908850726552,5
Ruiru,Kenya,Riverrun Estates,Cytonn Real Estate,"-1.13383, 36.87838",2.64383561643836,Maisonette,111,1200,12174005.0890585,93429.5354752343,59775.1237623762,488.966974900925,3003,139923.78536802,123660.884771413,2.46908850726552,5
Riverside,Kenya,Riverside Brooks Apts,Cytonn Real Estate,"-1.26913, 36.79343",3,Apartments,232,14,25000000,107759,130000,560,3003,296277.66,123660.884771413,2.3,5
Riverside,Kenya,Riverside Pearl,Cytonn Real Estate,"-1.26878, 36.79727",3,Apartments,279,40,47000000,168459,250000,896,3003,557001.99,123660.884771413,2.2,5
Kileleshwa,Kenya,Riziki Apartments,Cytonn Real Estate,"-1.28599, 36.77837",2,Apartments,120,34,13500000,112500,80000,667,3003,159989.93,123660.884771413,2,6
Kileleshwa,Kenya,Riziki Apartments,Cytonn Real Estate,"-1.28599, 36.77837",3,Apartments,150,38,16500000,110000,110000,733,3003,195543.25,123660.884771413,1.8,7
Joska,Kenya,Rockavilla II Estate,Mahiga Homes,"-1.28419, 37.09573",3,Bungalows,106,78,12174005.0890585,93429.5354752343,30000,283,3003,139923.78536802,123660.884771413,2.46908850726552,5
Joska,Kenya,Rockavilla III Estate,Mahiga Homes,"-1.28419, 37.09573",3,Bungalows,106,40,3950000,37264,30000,283,3000,46811.87,44211.21024,1.6,8
Joska,Kenya,Rockvilla Gardens Estate,Mahiga Homes,"-1.26760, 37.11989",3,Bungalows,106,78,12174005.0890585,93429.5354752343,30000,283,3003,139923.78536802,123660.884771413,2.46908850726552,5
Lower Kabete,Kenya,Rolina,Cytonn Real Estate,"-1.23560, 36.72916",2,Apartments,65,40,9500000,146154,37000,569,3003,112585.51,123660.884771413,3,4
Ongata Rongai,Kenya,Rongai Dream,Impalla Developers,"-1.38964, 36.76881",3,Apartments,115,38,7850000,68261,40000,348,3003,93031.18,123660.884771413,2.3,5
Ongata Rongai,Kenya,Rongai Royal Villas,Safcom Investments,"-1.39651, 36.73457",4,Maisonette,175,40,13500000,77143,45000,257,3000,159989.93,151101.6046,3.6,3
Kilimani,Kenya,Roseville apartments,Saif Real Estate,"-1.29623, 36.79489",3,Apartments,180,40,16000000,88889,80000,444,3000,189617.7,179083.3832,2.4,5
Thindigua,Kenya,Rosewood Court,Cytonn Real Estate,"-1.20530, 36.83561",3,Apartments,130,50,12700000,97692,50000,385,3003,150509.05,123660.884771413,3,4
Parklands,Kenya,Royal Apartments,Cytonn Real Estate,"-1.25963, 36.82295",3,Apartments,214,16,23200000,108411,104000,486,3003,274945.66,123660.884771413,2.6,5
Parklands,Kenya,Royal Apartments,Cytonn Real Estate,"-1.25963, 36.82295",4,Apartments,250,20,27000000,108000,120000,480,3003,319979.87,123660.884771413,2.7,5
Kitengela,Kenya,Royal Finesse,Cheriez Properties,"-1.53325, 36.94268",5,Townhouses,259,40,19000000,73359,100000,386,3000,225171.02,212661.5176,2.3,5
Kitengela,Kenya,Royal Gates,Cheriez Properties,"-1.53271, 36.94460",4,Townhouses,200,40,14900000,74500,65000,325,3000,176581.48,166771.4006,2.7,4
Machakos,Kenya,Royal Razak,National Cooperative Housing Union (NACHU),"-1.28580, 37.13442",2,Bungalows,20,40,1150000,57500,20000,1000,3000,13628.77,13628.77218,0.7,18
Roysambu,Kenya,Royal Suburbs,Tsavo,"-1.21702, 36.88761",1,Apartments,19,40,1600000,86112,12000,646,3000,18961.77,17908.33832,1.6,8
Roysambu,Kenya,Royal Suburbs,Tsavo,"-1.21702, 36.88761",1,Apartments,30,40,2600000,87458,15000,505,3000,30812.88,29101.04978,2.1,6
Ruaka,Kenya,Ruaka Zipporah Heights,Heri Homes,"-1.20383, 36.77427",2,Apartments,84,28,12174005.0890585,93429.5354752343,59775.1237623762,488.966974900925,3003,139923.78536802,123660.884771413,2.46908850726552,5
South C,Kenya,Ruby flats,Cytonn Real Estate,"-1.32486, 36.82583",2,Apartments,93,40,7545000,81129,40000,430,3003,89416.6,123660.884771413,2.2,5
South C,Kenya,Ruby flats,Cytonn Real Estate,"-1.32486, 36.82583",3,Apartments,121,40,8750000,72314,50000,413,3003,103697.18,123660.884771413,2.1,6
Thindigua,Kenya,Runda Gardens,Cytonn Real Estate,"-1.21342, 36.82708",4,Maisonette,111,40,37000000,93429.5354752343,130000,488.966974900925,3000,438490.93,414130.3237,3.4,4
Thindigua,Kenya,Runda Palm Gardens,Cytonn Real Estate,"-1.20451,36.83346",4,Apartments,111,40,65000000,93429.5354752343,350000,488.966974900925,3000,770321.91,727526.2444,2.2,5
