Country,Measure,Large subnational region,Variable,Year,Value
Uganda,Percent of total land area,Kibuku,Area built-up before,2000,0.029511583
Uganda,Percent of total land area,Kibuku,Area built-up before,2014,0.052751955
Uganda,Percent of total land area,Kibuku,Built-up since 1990,2000,0.016046923
Uganda,Percent of total land area,Kibuku,Built-up since 1990,2014,0.039287295
Uganda,Square kilometers,Moyo,Area built-up before,1975,0.1485
Uganda,Square kilometers,Moyo,Area built-up before,1990,0.1512
Uganda,Square kilometers,Moyo,Area built-up before,2000,0.2673
Uganda,Square kilometers,Moyo,Area built-up before,2014,0.306
Uganda,Square kilometers,Moyo,Built-up since 1990,2000,0.1161
Uganda,Square kilometers,Moyo,Built-up since 1990,2014,0.1548
Uganda,Square kilometers,Moyo,Built-up since 1975,1990,0.0027
Uganda,Percent of total land area,Moyo,Area built-up before,1975,0.008157833
Uganda,Percent of total land area,Moyo,Area built-up before,1990,0.008306157
Uganda,Percent of total land area,Moyo,Area built-up before,2000,0.014684099
Uganda,Percent of total land area,Moyo,Area built-up before,2014,0.01681008
Uganda,Percent of total land area,Moyo,Built-up since 1990,2000,0.006377942
Uganda,Percent of total land area,Moyo,Built-up since 1990,2014,0.008503923
Uganda,Percent of total land area,Moyo,Built-up since 2000,2014,0.002125981
Uganda,Square kilometers,Adjumani,Area built-up before,1975,0.0333
Uganda,Square kilometers,Adjumani,Area built-up before,1990,0.0405
Uganda,Square kilometers,Adjumani,Area built-up before,2000,0.1242
Uganda,Square kilometers,Adjumani,Area built-up before,2014,0.1548
Uganda,Square kilometers,Adjumani,Built-up since 1990,2000,0.0837
Uganda,Square kilometers,Adjumani,Built-up since 1990,2014,0.1143
Uganda,Square kilometers,Adjumani,Built-up since 2000,2014,0.0306
Uganda,Square kilometers,Adjumani,Built-up since 1975,1990,0.0072
Uganda,Percent of total land area,Adjumani,Area built-up before,1975,0.001076463
Uganda,Percent of total land area,Adjumani,Area built-up before,1990,0.001309212
Uganda,Percent of total land area,Adjumani,Area built-up before,2000,0.004014916
Uganda,Percent of total land area,Adjumani,Area built-up before,2014,0.005004098
Uganda,Percent of total land area,Adjumani,Built-up since 1990,2000,0.002705704
Uganda,Percent of total land area,Adjumani,Built-up since 1990,2014,0.003694886
Uganda,Square kilometers,Moroto,Area built-up before,1975,0.0027
Uganda,Square kilometers,Moroto,Area built-up before,1990,0.0027
Uganda,Square kilometers,Moroto,Area built-up before,2000,0.0036
Uganda,Square kilometers,Moroto,Area built-up before,2014,0.0072
Uganda,Square kilometers,Moroto,Built-up since 1990,2000,0.0009
Uganda,Square kilometers,Moroto,Built-up since 1990,2014,0.0045
Uganda,Square kilometers,Moroto,Built-up since 2000,2014,0.0036
Uganda,Square kilometers,Moroto,Built-up since 1975,1990,0.0
Uganda,Percent of total land area,Moroto,Area built-up before,1975,7.6457e-05
Uganda,Percent of total land area,Moroto,Area built-up before,1990,7.6457e-05
Uganda,Percent of total land area,Moroto,Area built-up before,2000,0.000101942
Uganda,Percent of total land area,Moroto,Area built-up before,2014,0.000203884
Uganda,Percent of total land area,Moroto,Built-up since 1990,2000,2.5486e-05
Uganda,Percent of total land area,Moroto,Built-up since 1990,2014,0.000127428
Uganda,Percent of total land area,Moroto,Built-up since 2000,2014,0.000101942
Uganda,Square kilometers,Kabarole,Area built-up before,1975,0.5409
Uganda,Square kilometers,Kabarole,Area built-up before,1990,1.0656
Uganda,Square kilometers,Kabarole,Area built-up before,2000,1.7604
Uganda,Square kilometers,Kabarole,Area built-up before,2014,2.1033
Uganda,Square kilometers,Kabarole,Built-up since 1990,2000,0.6948
Uganda,Square kilometers,Kabarole,Built-up since 1990,2014,1.0377
Uganda,Square kilometers,Kabarole,Built-up since 2000,2014,0.3429
Uganda,Square kilometers,Kabarole,Built-up since 1975,1990,0.5247
Uganda,Percent of total land area,Kabarole,Area built-up before,1975,0.029630857
Uganda,Percent of total land area,Kabarole,Area built-up before,1990,0.058374267
Uganda,Percent of total land area,Kabarole,Area built-up before,2000,0.096435866
Uganda,Percent of total land area,Kabarole,Area built-up before,2014,0.115220153
Uganda,Percent of total land area,Kabarole,Built-up since 1990,2000,0.0380616
Uganda,Percent of total land area,Kabarole,Built-up since 1990,2014,0.056845887
Uganda,Square kilometers,Kalangala,Area built-up before,1975,0.3429
Uganda,Square kilometers,Kalangala,Area built-up before,1990,0.5715
Uganda,Square kilometers,Kalangala,Area built-up before,2000,1.0476
Uganda,Square kilometers,Kalangala,Area built-up before,2014,1.3986
Uganda,Square kilometers,Kalangala,Built-up since 1990,2000,0.4761
Uganda,Square kilometers,Kalangala,Built-up since 1990,2014,0.8271
Uganda,Square kilometers,Kalangala,Built-up since 2000,2014,0.351
Uganda,Percent of total land area,Kalangala,Area built-up before,1975,0.07170388
Uganda,Percent of total land area,Kalangala,Area built-up before,1990,0.119506467
Uganda,Percent of total land area,Kalangala,Area built-up before,2000,0.219063822
Uganda,Percent of total land area,Kalangala,Area built-up before,2014,0.292461494
Uganda,Percent of total land area,Kalangala,Built-up since 1975,1990,0.047802587
Uganda,Square kilometers,Pallisa,Area built-up before,1975,0.0072
Uganda,Square kilometers,Pallisa,Area built-up before,1990,0.1107
Uganda,Square kilometers,Pallisa,Area built-up before,2000,0.3762
Uganda,Square kilometers,Pallisa,Area built-up before,2014,0.5184
Uganda,Square kilometers,Pallisa,Built-up since 1990,2000,0.2655
Uganda,Square kilometers,Pallisa,Built-up since 1990,2014,0.4077
Uganda,Square kilometers,Pallisa,Built-up since 2000,2014,0.1422
Uganda,Square kilometers,Pallisa,Built-up since 1975,1990,0.1035
Uganda,Percent of total land area,Pallisa,Area built-up before,1975,0.000684624
Uganda,Percent of total land area,Pallisa,Area built-up before,1990,0.010526091
Uganda,Percent of total land area,Pallisa,Area built-up before,2000,0.035771592
Uganda,Percent of total land area,Pallisa,Area built-up before,2014,0.049292912
Uganda,Percent of total land area,Pallisa,Built-up since 1990,2000,0.025245502
Uganda,Percent of total land area,Pallisa,Built-up since 1990,2014,0.038766821
Uganda,Percent of total land area,Pallisa,Built-up since 2000,2014,0.01352132
Uganda,Percent of total land area,Pallisa,Built-up since 1975,1990,0.009841467
Uganda,Square kilometers,Buvuma,Area built-up before,1975,0.1746
Uganda,Square kilometers,Buvuma,Area built-up before,1990,0.6192
Uganda,Square kilometers,Buvuma,Area built-up before,2000,1.413
Uganda,Square kilometers,Buvuma,Area built-up before,2014,3.7638
Uganda,Square kilometers,Buvuma,Built-up since 1990,2000,0.7938
Uganda,Square kilometers,Buvuma,Built-up since 1990,2014,3.1446
Uganda,Square kilometers,Buvuma,Built-up since 2000,2014,2.3508
Uganda,Square kilometers,Buvuma,Built-up since 1975,1990,0.4446
Uganda,Percent of total land area,Buvuma,Area built-up before,1975,0.055734314
Uganda,Percent of total land area,Buvuma,Area built-up before,1990,0.197655711
Uganda,Percent of total land area,Buvuma,Area built-up before,2000,0.451045737
Uganda,Percent of total land area,Buvuma,Area built-up before,2014,1.201447943
Uganda,Percent of total land area,Buvuma,Built-up since 1990,2000,0.253390025
Uganda,Percent of total land area,Buvuma,Built-up since 1990,2014,1.003792232
Uganda,Percent of total land area,Buvuma,Built-up since 1975,1990,0.141921397
Uganda,Square kilometers,Kyegegwa,Area built-up before,1975,0.0
Uganda,Square kilometers,Kyegegwa,Area built-up before,1990,0.027
Uganda,Square kilometers,Kyegegwa,Area built-up before,2000,0.1701
Uganda,Square kilometers,Kyegegwa,Area built-up before,2014,0.3204
Uganda,Square kilometers,Kyegegwa,Built-up since 1990,2000,0.1431
Uganda,Square kilometers,Kyegegwa,Built-up since 1990,2014,0.2934
Uganda,Square kilometers,Kyegegwa,Built-up since 2000,2014,0.1503
Uganda,Percent of total land area,Kyegegwa,Area built-up before,1975,0.0
Uganda,Percent of total land area,Kyegegwa,Area built-up before,1990,0.001534779
Uganda,Percent of total land area,Kyegegwa,Area built-up before,2000,0.009669107
Uganda,Percent of total land area,Kyegegwa,Area built-up before,2014,0.018212709
Uganda,Percent of total land area,Kyegegwa,Built-up since 1990,2000,0.008134328
Uganda,Percent of total land area,Kyegegwa,Built-up since 1990,2014,0.01667793
Uganda,Percent of total land area,Kyegegwa,Built-up since 2000,2014,0.008543602
Uganda,Percent of total land area,Kyegegwa,Built-up since 1975,1990,0.001534779
Uganda,Square kilometers,Kaabong,Area built-up before,1975,0.0468
Uganda,Square kilometers,Kaabong,Area built-up before,1990,0.0918
Uganda,Square kilometers,Kaabong,Area built-up before,2000,0.1485
Uganda,Square kilometers,Kaabong,Area built-up before,2014,0.2835
Uganda,Square kilometers,Kaabong,Built-up since 1990,2000,0.0567
Uganda,Square kilometers,Kaabong,Built-up since 1990,2014,0.1917
Uganda,Square kilometers,Kaabong,Built-up since 2000,2014,0.135
Uganda,Square kilometers,Kaabong,Built-up since 1975,1990,0.045
Uganda,Percent of total land area,Kaabong,Area built-up before,1975,0.000646193
Uganda,Percent of total land area,Kaabong,Area built-up before,1990,0.001267532
Uganda,Percent of total land area,Kaabong,Area built-up before,2000,0.002050419
Uganda,Percent of total land area,Kaabong,Area built-up before,2014,0.003914436
Uganda,Percent of total land area,Kaabong,Built-up since 1990,2000,0.000782887
Uganda,Percent of total land area,Kaabong,Built-up since 1990,2014,0.002646904
Uganda,Percent of total land area,Kaabong,Built-up since 1975,1990,0.000621339
Uganda,Square kilometers,Amuria,Area built-up before,1975,0.0027
Uganda,Square kilometers,Amuria,Area built-up before,1990,0.0423
Uganda,Square kilometers,Amuria,Area built-up before,2000,0.2088
Uganda,Square kilometers,Amuria,Area built-up before,2014,0.3366
Uganda,Square kilometers,Amuria,Built-up since 1990,2000,0.1665
Uganda,Square kilometers,Amuria,Built-up since 1990,2014,0.2943
Uganda,Square kilometers,Amuria,Built-up since 2000,2014,0.1278
Uganda,Percent of total land area,Amuria,Area built-up before,1975,0.000103659
Uganda,Percent of total land area,Amuria,Area built-up before,1990,0.001623995
Uganda,Percent of total land area,Amuria,Area built-up before,2000,0.008016315
Uganda,Percent of total land area,Amuria,Area built-up before,2014,0.012922852
Uganda,Percent of total land area,Amuria,Built-up since 1990,2000,0.00639232
Uganda,Percent of total land area,Amuria,Built-up since 1990,2014,0.011298857
Uganda,Percent of total land area,Amuria,Built-up since 2000,2014,0.004906537
Uganda,Percent of total land area,Amuria,Built-up since 1975,1990,0.001520336
Uganda,Square kilometers,Mukono,Area built-up before,1975,4.761
Uganda,Square kilometers,Mukono,Area built-up before,1990,6.2397
Uganda,Square kilometers,Mukono,Area built-up before,2000,13.2732
Uganda,Square kilometers,Mukono,Area built-up before,2014,18.5085
Uganda,Square kilometers,Mukono,Built-up since 1990,2000,7.0335
Uganda,Square kilometers,Mukono,Built-up since 1990,2014,12.2688
Uganda,Square kilometers,Mukono,Built-up since 2000,2014,5.2353
Uganda,Square kilometers,Mukono,Built-up since 1975,1990,1.4787
Uganda,Percent of total land area,Mukono,Area built-up before,1975,0.252899863
Uganda,Percent of total land area,Mukono,Area built-up before,1990,0.331447022
Uganda,Percent of total land area,Mukono,Area built-up before,2000,0.705059957
Uganda,Percent of total land area,Mukono,Area built-up before,2014,0.983154192
Uganda,Percent of total land area,Mukono,Built-up since 1990,2000,0.373612935
Uganda,Percent of total land area,Mukono,Built-up since 1990,2014,0.65170717
Uganda,Square kilometers,Mbarara,Area built-up before,1975,1.1313
Uganda,Square kilometers,Mbarara,Area built-up before,1990,2.0916
Uganda,Square kilometers,Mbarara,Area built-up before,2000,6.5502
Uganda,Square kilometers,Mbarara,Area built-up before,2014,8.2944
Uganda,Square kilometers,Mbarara,Built-up since 1990,2000,4.4586
Uganda,Square kilometers,Mbarara,Built-up since 1990,2014,6.2028
Uganda,Square kilometers,Mbarara,Built-up since 1975,1990,0.9603
Uganda,Percent of total land area,Mbarara,Area built-up before,1975,0.062832281
Uganda,Percent of total land area,Mbarara,Area built-up before,1990,0.116167241
Uganda,Percent of total land area,Mbarara,Area built-up before,2000,0.363797409
Uganda,Percent of total land area,Mbarara,Area built-up before,2014,0.460670091
Uganda,Percent of total land area,Mbarara,Built-up since 2000,2014,0.096872682
Uganda,Percent of total land area,Mbarara,Built-up since 1975,1990,0.05333496
Uganda,Square kilometers,Kole,Area built-up before,1975,0.0198
Uganda,Square kilometers,Kole,Area built-up before,1990,0.036
Uganda,Square kilometers,Kole,Area built-up before,2000,0.1458
Uganda,Square kilometers,Kole,Area built-up before,2014,0.2754
Uganda,Square kilometers,Kole,Built-up since 1990,2000,0.1098
Uganda,Square kilometers,Kole,Built-up since 1990,2014,0.2394
Uganda,Square kilometers,Kole,Built-up since 1975,1990,0.0162
Uganda,Percent of total land area,Kole,Area built-up before,1975,0.001835064
Uganda,Percent of total land area,Kole,Area built-up before,1990,0.003336481
Uganda,Percent of total land area,Kole,Area built-up before,2000,0.013512747
Uganda,Percent of total land area,Kole,Area built-up before,2014,0.025524078
Uganda,Percent of total land area,Kole,Built-up since 1990,2000,0.010176266
Uganda,Percent of total land area,Kole,Built-up since 1990,2014,0.022187597
Uganda,Square kilometers,Oyam,Area built-up before,1975,0.0594
Uganda,Square kilometers,Oyam,Area built-up before,1990,0.1278
Uganda,Square kilometers,Oyam,Area built-up before,2000,0.4014
Uganda,Square kilometers,Oyam,Area built-up before,2014,0.6777
Uganda,Square kilometers,Oyam,Built-up since 1990,2000,0.2736
Uganda,Square kilometers,Oyam,Built-up since 1990,2014,0.5499
Uganda,Percent of total land area,Oyam,Area built-up before,1975,0.002693696
Uganda,Percent of total land area,Oyam,Area built-up before,1990,0.005795528
Uganda,Percent of total land area,Oyam,Area built-up before,2000,0.018202856
Uganda,Percent of total land area,Oyam,Area built-up before,2014,0.030732624
Uganda,Percent of total land area,Oyam,Built-up since 1990,2000,0.012407328
Uganda,Percent of total land area,Oyam,Built-up since 1990,2014,0.024937096
Uganda,Percent of total land area,Oyam,Built-up since 1975,1990,0.003101832
Uganda,Square kilometers,Kalungu,Area built-up before,1975,0.3834
Uganda,Square kilometers,Kalungu,Area built-up before,1990,1.7073
Uganda,Square kilometers,Kalungu,Area built-up before,2000,2.2275
Uganda,Square kilometers,Kalungu,Area built-up before,2014,2.5272
Uganda,Square kilometers,Kalungu,Built-up since 1990,2000,0.5202
Uganda,Square kilometers,Kalungu,Built-up since 1990,2014,0.8199
Uganda,Square kilometers,Kalungu,Built-up since 1975,1990,1.3239
Uganda,Percent of total land area,Kalungu,Area built-up before,1975,0.047444406
Uganda,Percent of total land area,Kalungu,Area built-up before,1990,0.21127239
Uganda,Percent of total land area,Kalungu,Area built-up before,2000,0.275645316
Uganda,Percent of total land area,Kalungu,Area built-up before,2014,0.312732141
Uganda,Percent of total land area,Kalungu,Built-up since 1990,2000,0.064372926
Uganda,Percent of total land area,Kalungu,Built-up since 1990,2014,0.101459751
Uganda,Percent of total land area,Kalungu,Built-up since 1975,1990,0.163827984
Uganda,Square kilometers,Amudat,Area built-up before,1975,0.0063
Uganda,Square kilometers,Amudat,Area built-up before,1990,0.0099
Uganda,Square kilometers,Amudat,Area built-up before,2000,0.0279
Uganda,Square kilometers,Amudat,Area built-up before,2014,0.0603
Uganda,Square kilometers,Amudat,Built-up since 1990,2000,0.018
Uganda,Square kilometers,Amudat,Built-up since 1990,2014,0.0504
Uganda,Square kilometers,Amudat,Built-up since 1975,1990,0.0036
Uganda,Percent of total land area,Amudat,Area built-up before,1975,0.000376339
Uganda,Percent of total land area,Amudat,Area built-up before,1990,0.00059139
Uganda,Percent of total land area,Amudat,Area built-up before,2000,0.001666643
