Region,Country Code,Country or area,City Code,City,City Definition,Latitude,Longitude,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
Africa,466,Mali,23401,Sikasso,City Proper,11.3135,-5.6697,15.695,16.008,16.328,16.654,16.987,17.326,17.672,18.025,18.385,18.752,19.127,19.891,21.03,22.234,23.508,24.852,26.274,27.778,29.37,31.049,32.826,34.705,36.694,38.791,41.011,43.359,45.844,48.148,50.29,52.527,54.867,57.305,59.854,62.517,65.302,68.204,71.238,74.551,78.764,83.202,87.897,92.857,98.105,103.633,109.481,115.659,122.195,129.08,136.146,142.754,149.693,156.948,164.566,172.553,180.94,189.71,198.918,208.573,218.711,229.312,240.442,252.112,264.366,277.18,290.633,304.74,319.532,335.041,351.304,368.368,386.262,405.002,424.574,444.952,466.097,487.989,510.582,533.844,557.73,582.248,607.352,633.023,659.219,685.969,713.193,740.843
Africa,478,Mauritania,21821,Nouakchott,City Proper,18.08581,-15.9785,2.695,2.881,3.08,3.292,3.52,3.763,4.023,4.3,4.597,4.914,5.254,5.616,6.603,8.544,11.059,13.879,16.952,20.704,25.295,30.887,37.725,46.077,56.294,68.738,83.956,102.543,125.279,145.045,159.131,174.585,191.563,210.139,230.546,252.935,277.534,304.447,334.012,366.449,395.937,407.099,418.593,430.411,442.58,455.057,467.905,481.115,494.717,508.665,523.026,537.792,552.997,574.557,600.164,626.913,654.893,684.04,714.527,746.373,779.685,814.386,850.682,888.597,928.256,969.57,1012.723,1057.796,1104.876,1154.05,1205.414,1258.973,1314.636,1372.244,1431.539,1491.958,1552.146,1612.94,1674.246,1736.041,1798.332,1861.181,1924.623,1988.674,2053.322,2118.593,2184.422,2250.783
Africa,504,Morocco,21888,Agadir,Urban Agglomeration,30.424847,-9.593695,10.68,11.17,11.683,12.218,12.779,13.365,13.979,14.62,15.29,15.992,16.77,18.851,21.193,23.827,26.792,30.117,33.86,38.068,42.806,48.117,54.097,60.82,68.904,78.067,88.464,100.246,113.617,128.726,145.87,165.298,187.345,212.259,240.529,259.006,275.918,293.883,313.045,333.456,355.229,378.358,403.028,429.306,457.338,487.115,518.876,535.86,549.858,564.181,578.897,593.998,609.514,625.391,641.704,658.443,675.642,689.635,703.187,717.005,731.114,745.461,760.109,775.046,790.297,805.805,821.64,837.785,854.247,871.033,888.149,905.649,923.552,941.839,960.438,979.248,998.146,1017.026,1035.774,1054.301,1072.538,1090.478,1108.092,1125.382,1142.339,1159.002,1175.35,1191.389
Africa,504,Morocco,21891,Dar-el-Beida (Casablanca),Urban Agglomeration,33.59278,-7.61916,625.435,653.272,682.388,712.717,744.438,777.571,812.227,848.326,886.083,925.521,966.796,1010.489,1056.222,1104.024,1154.061,1206.217,1260.808,1317.87,1377.598,1439.857,1505.022,1573.136,1626.173,1679.82,1735.313,1792.64,1851.944,1913.038,1976.236,2041.522,2109.059,2178.635,2250.607,2304.309,2354.891,2406.44,2459.191,2513.098,2568.264,2624.483,2682.014,2740.805,2800.969,2862.283,2925.026,2963.372,2996.85,3030.611,3064.801,3099.376,3134.389,3169.7,3205.459,3241.62,3278.241,3307.188,3334.722,3362.485,3390.518,3418.707,3447.169,3475.869,3504.847,3533.986,3563.408,3593.075,3622.989,3653.152,3683.566,3716.093,3752.357,3793.585,3840.396,3892.837,3950.408,4012.307,4077.409,4144.581,4212.76,4281.225,4349.323,4416.673,4482.992,4548.292,4612.414,4675.342
Africa,504,Morocco,21893,Fès,Urban Agglomeration,34.03715,-4.9998,164.588,173.602,183.122,193.136,203.713,214.869,226.652,239.047,252.138,265.946,280.274,288.076,296.107,304.362,312.859,321.568,330.533,339.747,349.232,358.954,368.961,379.247,391.875,405.003,418.59,432.632,447.166,462.146,477.65,493.674,510.258,527.352,545.043,561.268,577.548,594.254,611.467,629.179,647.429,666.156,685.451,705.306,725.764,746.757,768.388,785.155,801.146,817.417,834.041,851.004,868.336,885.971,903.99,922.375,941.161,957.265,973.042,989.079,1005.403,1021.95,1038.793,1055.914,1073.341,1091.007,1108.988,1127.266,1145.845,1164.731,1183.927,1203.655,1224.08,1245.303,1267.317,1290.039,1313.311,1336.963,1360.786,1384.59,1408.213,1431.581,1454.607,1477.256,1499.493,1521.358,1542.814,1563.865
Africa,504,Morocco,21894,Kénitra,City Proper,34.26101,-6.5802,62.233,64.659,67.184,69.799,72.52,75.347,78.288,81.336,84.506,87.8,91.228,94.779,98.474,102.313,106.306,110.445,114.75,119.223,123.877,128.7,133.717,138.929,142.835,146.754,150.786,154.93,159.193,163.561,168.055,172.673,177.424,182.293,187.302,193.992,201.273,208.806,216.631,224.751,233.186,241.913,250.98,260.386,270.159,280.27,290.774,297.628,303.795,310.072,316.488,323.036,329.729,336.542,343.506,350.613,357.878,364.619,371.357,378.219,385.218,392.327,399.577,406.961,414.492,422.142,429.943,437.888,445.98,454.221,462.615,471.211,480.038,489.107,498.391,507.848,517.412,527.026,536.621,546.142,555.541,564.806,573.915,582.863,591.643,600.272,608.738,617.045
Africa,504,Morocco,21896,Marrakech,City Proper,31.63148,-8.00828,208.836,212.047,215.312,218.618,221.979,225.392,228.863,232.376,235.949,239.577,243.379,250.355,257.542,264.934,272.55,280.363,288.411,296.69,305.218,313.967,322.98,332.251,340.753,349.389,358.257,367.35,376.687,386.234,396.036,406.088,416.409,426.963,437.8,452.598,468.734,485.398,502.679,520.575,539.134,558.301,578.178,598.761,620.108,642.154,665.015,680.148,693.835,707.758,721.981,736.489,751.31,766.387,781.788,797.498,813.546,825.084,835.813,846.68,857.704,868.841,880.138,891.582,903.191,914.918,926.814,938.865,951.073,963.439,975.966,988.968,1002.709,1017.379,1033.05,1049.69,1067.172,1085.328,1103.931,1122.763,1141.627,1160.405,1178.981,1197.296,1215.3,1233.012,1250.399,1267.46
Africa,504,Morocco,21897,Meknès,City Proper,33.89352,-5.54727,142.866,146.975,151.207,155.549,160.022,164.624,169.365,174.228,179.239,184.393,189.676,194.354,199.154,204.072,209.119,214.277,219.568,224.991,230.555,236.241,242.075,248.054,253.784,259.608,265.574,271.677,277.929,284.307,290.841,297.525,304.371,311.356,318.512,324.392,330.078,335.847,341.726,347.707,353.802,359.986,366.287,372.698,379.231,385.859,392.613,399.539,406.607,413.78,421.091,428.53,436.111,443.805,451.646,459.625,467.757,473.208,478.142,483.128,488.172,493.255,498.398,503.595,508.853,514.151,519.512,524.929,530.402,535.933,541.521,547.396,553.755,560.746,568.438,576.827,585.841,595.375,605.28,615.411,625.632,635.855,645.998,656.016,665.873,675.575,685.1,694.447
Africa,504,Morocco,21898,Oujda,City Proper,34.68052,-1.90764,74.01,78.491,83.251,88.285,93.631,99.3,105.322,111.69,118.453,125.626,133.084,136.456,139.917,143.467,147.111,150.838,154.665,158.588,162.617,166.736,170.966,175.303,181.522,188.044,194.81,201.819,209.09,216.602,224.396,232.469,240.845,249.498,258.475,265.543,272.328,279.267,286.393,293.701,301.205,308.88,316.762,324.844,333.145,341.634,350.351,355.684,360.345,365.054,369.831,374.67,379.58,384.54,389.572,394.67,399.842,407.748,416.393,425.222,434.251,443.445,452.848,462.449,472.268,482.268,492.494,502.936,513.599,524.489,535.609,546.962,558.524,570.257,582.096,593.968,605.796,617.524,629.093,640.467,651.62,662.561,673.285,683.802,694.11,704.237,714.171,723.917
Africa,504,Morocco,21899,Rabat,Urban Agglomeration,34.01325,-6.83255,145.108,152.117,159.475,167.167,175.242,183.707,192.593,201.883,211.635,221.858,232.821,250.963,270.546,291.658,314.45,338.953,365.403,393.917,424.7,457.794,493.518,532.029,558.067,584.424,612.065,641.013,671.373,703.082,736.335,771.16,807.684,845.831,885.835,919.201,951.998,985.87,1020.997,1057.375,1095.103,1134.067,1174.473,1216.32,1259.718,1304.539,1351.02,1379.292,1403.995,1429.071,1454.63,1480.646,1507.165,1534.083,1561.52,1589.449,1617.916,1635.441,1650.793,1666.289,1681.953,1697.72,1713.657,1729.743,1746.003,1762.371,1778.914,1795.614,1812.471,1829.486,1846.661,1864.851,1884.802,1907.071,1931.93,1959.388,1989.197,2020.974,2054.186,2088.3,2122.82,2157.414,2191.781,2225.745,2259.177,2292.089,2324.404,2356.117
Africa,504,Morocco,21900,Safi,City Proper,32.29939,-9.23718,51.881,54.26,56.751,59.349,62.07,64.916,67.896,71.004,74.259,77.664,81.221,84.695,88.323,92.107,96.058,100.167,104.458,108.932,113.605,118.465,123.539,128.831,133.872,139.067,144.471,150.086,155.926,161.978,168.272,174.812,181.615,188.663,195.994,201.207,206.045,210.984,216.05,221.237,226.555,231.987,237.556,243.26,249.108,255.08,261.204,264.066,266.249,268.444,270.659,272.894,275.149,277.417,279.707,282.016,284.347,286.643,288.95,291.276,293.623,295.983,298.366,300.767,303.191,305.628,308.088,310.568,313.068,315.588,318.128,320.853,323.906,327.395,331.376,335.853,340.783,346.096,351.693,357.474,363.347,369.248,375.119,380.927,386.646,392.278,397.808,403.236
Africa,504,Morocco,21903,Tanger,Urban Agglomeration,35.784722,-5.812778,99.582,105.132,111,114.452,118.017,121.693,125.489,129.392,133.422,137.577,141.842,145.492,149.241,153.087,157.038,161.079,165.23,169.488,173.862,178.336,182.931,187.645,196.217,205.37,214.964,225.006,235.532,246.52,258.036,270.09,282.725,295.914,309.737,322.371,335.134,348.364,362.136,376.452,391.355,406.805,422.888,439.606,457.009,475.051,493.831,509.553,524.982,540.834,557.188,574.036,591.417,609.275,627.698,646.678,666.26,690.427,716.385,743.318,771.303,800.261,830.347,861.565,894.002,927.566,962.439,998.623,1036.167,1075.123,1115.544,1156.739,1197.923,1238.322,1277.242,1314.178,1348.848,1381.233,1411.472,1439.84,1466.655,1492.274,1516.954,1540.904,1564.247,1587.115,1609.521,1631.49
Africa,504,Morocco,21905,Tétouan,City Proper,35.57109,-5.37242,77.397,79.52,81.704,83.942,86.244,88.609,91.043,93.537,96.102,98.738,101.455,104.39,107.415,110.527,113.733,117.024,120.414,123.903,127.498,131.187,134.987,138.898,143.459,148.187,153.078,158.13,163.355,168.739,174.308,180.06,186.011,192.141,198.482,204.187,209.881,215.717,221.723,227.897,234.251,240.765,247.469,254.359,261.452,268.721,276.204,280.845,284.927,289.057,293.253,297.51,301.834,306.21,310.654,315.164,319.745,325.136,330.787,336.536,342.393,348.335,354.389,360.548,366.822,373.188,379.674,386.273,392.987,399.817,406.766,413.895,421.247,428.845,436.678,444.713,452.894,461.167,469.465,477.73,485.913,493.995,501.95,509.77,517.446,524.992,532.396,539.661
Africa,508,Mozambique,21906,Beira,City Proper,-19.84361,34.83889,42.265,43.693,45.171,46.694,48.272,49.902,51.59,53.33,55.131,56.993,58.921,61.552,64.482,67.552,70.772,74.137,77.666,81.363,85.242,89.294,93.545,100.013,108.793,118.316,128.687,139.968,152.254,165.582,180.096,195.883,213.078,222.276,230.99,240.045,249.469,259.235,269.398,279.959,290.95,302.34,314.192,326.51,339.328,352.612,366.435,380.8,395.75,411.243,414.291,416.16,418.04,419.923,421.817,423.72,425.634,427.552,429.481,431.418,440.075,449.518,459.177,469.044,479.137,489.419,499.936,510.679,521.668,532.862,544.312,556.499,569.911,584.989,602.06,621.328,642.855,666.616,692.459,720.192,749.59,780.507,812.756,846.228,880.822,916.562,953.36,991.2
Africa,508,Mozambique,21907,Chimoio,City Proper,-19.11639,33.48333,26.386,27.231,28.104,29.003,29.931,30.889,31.88,32.899,33.952,35.039,36.163,37.319,38.514,39.747,41.021,42.332,43.688,45.086,46.532,48.02,49.557,51.144,52.783,54.471,56.215,58.015,59.875,61.789,63.767,65.809,67.918,71.702,75.861,80.262,84.925,89.845,95.057,100.571,106.414,112.579,119.11,126.019,133.341,141.065,149.249,157.907,167.08,176.759,182.394,187.772,193.316,199.007,204.875,210.915,217.143,223.536,230.127,236.912,247.518,258.919,270.862,283.356,296.444,310.099,324.403,339.366,355.042,371.396,388.527,406.419,425.069,444.472,464.616,485.491,507.087,529.423,552.501,576.334,600.929,626.337,652.554,679.597,707.457,736.195,765.764,796.162
Africa,508,Mozambique,21910,Maputo,City Proper,-25.96528,32.58917,91.852,98.31,105.232,112.62,120.538,129.012,138.096,147.791,158.182,169.303,181.223,194.544,209.034,224.602,241.355,259.305,278.618,299.369,321.698,345.624,371.366,391.715,406.806,422.435,438.687,455.564,473.115,491.292,510.193,529.821,550.233,569.588,589.481,610.068,631.404,653.425,676.246,699.864,724.341,749.603,775.783,802.877,830.956,859.937,889.97,921.052,953.265,986.511,998.585,1008.73,1018.992,1029.33,1039.787,1050.351,1061.036,1071.801,1082.689,1093.689,1095.226,1095.878,1096.531,1097.185,1097.839,1098.493,1099.148,1099.803,1100.459,1101.114,1101.771,1104.314,1110.477,1121.697,1138.96,1162.793,1193.253,1230.071,1272.637,1320.208,1371.983,1427.337,1485.645,1546.495,1609.563,1674.809,1742.025,1811.161
Africa,508,Mozambique,21911,Matola,City Proper,-25.96222,32.45889,5.792,6.519,7.338,8.258,9.295,10.462,11.777,13.254,14.918,16.791,18.902,21.272,23.942,26.948,30.337,34.14,38.426,43.25,48.688,54.792,61.671,69.414,78.142,87.938,98.978,111.405,125.412,141.135,158.854,178.798,201.279,211.946,221.821,232.157,242.99,254.296,266.145,278.547,291.544,305.109,319.326,334.205,349.8,366.076,383.134,400.986,419.696,439.225,458.233,477.923,498.488,519.878,542.216,565.515,589.849,615.159,641.592,669.161,727.844,794.564,867.505,947.142,1034.215,1129.019,1232.663,1345.821,1469.545,1604.256,1635.392,1668.74,1705.886,1748.247,1796.872,1852.405,1915.035,1984.662,2060.786,2142.776,2229.907,2321.681,2417.502,2517.008,2619.879,2726.174,2835.62,2948.168
Africa,508,Mozambique,21914,Nampula,City Proper,-15.11646,39.2666,82.926,84.848,86.817,88.826,90.884,92.991,95.148,97.35,99.606,101.915,104.28,106.286,108.224,110.198,112.211,114.255,116.339,118.461,120.624,122.821,125.061,127.131,129.055,131.004,132.984,134.995,137.038,139.107,141.21,143.345,145.515,151.866,158.912,166.284,174.01,182.072,190.519,199.358,208.62,218.285,228.413,239.01,250.114,261.702,273.844,286.549,299.862,313.754,326.824,340.296,354.342,368.927,384.133,399.967,416.476,433.619,451.492,470.102,491.779,514.614,538.542,563.582,589.824,617.211,645.909,675.942,707.416,740.262,774.682,810.633,848.096,887.055,927.472,969.322,1012.582,1057.293,1103.456,1151.107,1200.26,1251.029,1303.404,1357.425,1413.073,1470.475,1529.537,1590.254
Africa,508,Mozambique,21916,Quelimane,City Proper,-17.87861,36.88833,57.399,58.03,58.67,59.314,59.967,60.627,61.295,61.968,62.65,63.339,64.037,64.741,65.453,66.173,66.903,67.638,68.382,69.134,69.896,70.664,71.441,71.091,69.8,68.536,67.293,66.073,64.873,63.698,62.543,61.409,60.293,63.3,66.875,70.653,74.649,78.859,83.313,88.019,92.997,98.243,103.792,109.654,115.856,122.39,129.303,136.607,144.333,152.474,156.485,160.171,163.949,167.805,171.758,175.803,179.95,184.183,188.521,192.961,204.141,216.596,229.829,243.87,258.79,274.579,291.354,309.155,328.069,348.084,369.351,391.667,414.813,438.565,462.714,487.105,511.65,536.362,561.29,586.538,612.217,638.481,665.413,693.091,721.551,750.881,781.047,812.054
Africa,508,Mozambique,21917,Tete,City Proper,-16.15639,33.58667,28.342,29.182,30.047,30.936,31.853,32.796,33.769,34.768,35.798,36.859,37.952,39.075,40.233,41.424,42.653,43.915,45.216,46.555,47.937,49.355,50.817,51.116,50.416,49.727,49.046,48.375,47.712,47.06,46.415,45.78,45.153,47.192,49.593,52.116,54.771,57.553,60.481,63.558,66.796,70.189,73.759,77.512,81.46,85.598,89.953,94.529,99.344,104.391,108.707,113.106,117.689,122.444,127.399,132.554,137.925,143.498,149.304,155.346,165.796,177.333,189.691,202.91,217.07,232.175,248.355,265.662,284.201,303.978,325.161,347.486,370.65,394.337,418.246,442.151,465.919,489.549,513.104,536.723,560.558,584.803,609.577,634.986,661.085,687.967,715.609,744.02
Africa,516,Namibia,21925,Windhoek,Urban Agglomeration,-22.55941,17.08323,19.46,20.674,21.967,23.336,24.792,26.339,27.985,29.73,31.585,33.556,35.654,37.724,39.882,42.163,44.579,47.125,49.821,52.67,55.688,58.868,62.079,64.557,67.137,69.813,72.6,75.498,78.515,81.645,84.904,88.293,91.822,95.482,99.529,103.793,108.245,112.875,117.71,122.752,128.018,133.494,139.212,145.175,152.242,160.02,168.208,176.814,185.874,195.371,205.367,215.875,226.935,236.672,244.24,252.051,260.123,268.429,277.014,285.872,295.027,304.449,314.185,324.232,334.615,345.33,356.389,367.802,379.58,391.736,404.28,417.38,431.171,445.745,461.123,477.267,494.085,511.369,528.415,545.763,563.329,581.042,598.831,616.648,634.459,652.25,670.002,687.714
Africa,562,Niger,21972,Niamey,City Proper,13.51366,2.1098,24.37,26.556,28.942,31.535,34.364,37.447,40.812,44.468,48.457,52.804,57.548,62.704,68.329,73.563,79.206,85.264,91.795,99.986,108.92,118.624,129.209,140.737,153.313,166.973,181.871,198.099,215.8,235.027,250.032,262.032,274.625,287.786,301.598,316.072,331.262,347.138,363.798,381.257,399.552,418.439,438.246,458.991,480.749,503.474,527.307,552.268,578.447,605.79,634.466,664.5,695.999,727.546,749.785,772.704,796.357,820.665,845.751,871.603,898.283,925.702,953.998,983.159,1013.254,1044.183,1076.101,1108.994,1142.94,1177.828,1213.781,1251.511,1291.848,1335.7,1383.909,1437.233,1496.258,1561.491,1633.195,1711.565,1796.684,1888.806,1988.002,2094.498,2208.499,2330.616,2461.09,2600.422
Africa,562,Niger,21973,Zinder,City Proper,13.80716,8.9881,12.466,12.754,13.05,13.351,13.66,13.976,14.3,15.41,16.609,17.9,19.434,21.095,22.9,24.21,25.597,27.06,28.608,30.245,31.978,33.805,35.74,37.785,39.95,42.232,44.649,47.203,49.908,52.759,56.479,60.945,65.77,70.962,76.572,82.626,89.167,96.207,103.813,112.02,120.212,123.517,126.918,130.412,134.008,137.692,141.483,145.378,149.387,153.494,157.72,162.062,166.53,171.662,181.408,191.707,202.606,214.092,226.246,239.09,252.683,267.008,282.166,298.185,315.138,333.003,351.909,371.887,393.029,415.311,438.856,463.523,489.178,515.737,543.171,571.537,600.961,631.672,663.907,697.938,734.02,772.465,813.476,857.278,904.042,954.074,1007.503,1064.547
Africa,566,Nigeria,21974,Aba,Urban Agglomeration,5.10658,7.36667,48.488,51.952,55.669,59.825,64.532,69.61,75.095,80.996,87.369,94.244,101.67,109.659,118.288,127.596,136.063,144.177,152.787,161.91,171.593,181.825,192.683,204.189,216.4,229.304,242.998,257.508,272.908,289.182,306.45,324.75,344.171,364.694,386.472,409.551,419.422,429.503,439.841,450.427,461.283,472.37,483.74,495.383,508.262,522.094,536.322,550.938,565.973,581.375,597.219,613.495,630.237,647.389,665.031,683.155,701.798,720.897,740.543,760.725,781.485,802.753,824.63,847.103,870.22,893.903,918.263,943.288,968.995,995.403,1022.53,1051.017,1081.466,1114.388,1150.116,1188.803,1230.407,1274.785,1321.628,1370.604,1421.352,1473.66,1527.254,1581.972,1637.659,1694.348,1751.881,1810.201
Africa,566,Nigeria,206382,Abakaliki,Urban Agglomeration,6.31625,8.11691,9.215,10.308,11.532,12.898,14.427,16.138,18.054,20.192,22.587,25.265,28.266,29.61,31.019,32.496,34.045,35.664,37.361,39.14,41.006,42.955,45,47.165,49.438,51.813,54.306,56.919,59.662,62.528,65.537,68.69,72,75.447,79.065,82.856,86.834,90.992,95.354,99.926,104.724,109.738,115,121.359,128.079,135.151,142.624,150.51,158.844,167.615,176.883,186.664,197,207.79,219.187,231.21,243.909,257.269,271.38,286.265,301.988,318.529,336,354.429,373.897,394.376,416.008,438.825,462.893,488.282,515.063,543.058,572.028,601.712,631.844,662.202,692.627,723.065,753.507,784.01,814.65,845.566,876.822,908.488,940.582,973.189,1006.252,1039.756
Africa,566,Nigeria,21975,Abeokuta,City Proper,7.15,3.35,78.617,80.862,83.174,87.348,94.03,101.223,108.977,117.301,126.275,135.934,146.348,157.527,169.577,182.549,190.074,194.405,198.841,203.378,208.026,212.766,217.621,222.587,227.673,232.861,238.175,243.61,249.177,254.855,260.67,266.618,272.711,278.925,285.29,291.8,298.468,305.269,312.235,319.36,326.657,334.101,341.725,349.523,355.749,360.858,366.048,371.312,376.659,382.069,387.563,393.137,398.799,404.526,410.344,416.245,422.24,428.303,434.463,440.711,447.058,453.478,460,466.615,473.335,480.133,487.038,494.042,501.147,508.354,515.664,523.653,532.856,543.723,556.554,571.499,588.546,607.58,628.365,650.629,674.085,698.524,723.729,749.56,775.901,802.741,829.992,857.619
Africa,566,Nigeria,21976,Abuja,Urban Agglomeration,9.05735,7.48976,18.977,19.373,19.778,20.19,20.611,21.041,21.481,21.928,22.386,22.853,23.331,23.817,24.314,24.821,26.634,29.339,32.323,35.61,39.237,43.223,47.619,52.462,57.806,63.677,70.154,77.289,85.162,93.811,103.353,113.865,125.463,138.205,152.263,167.749,184.836,203.609,224.318,247.134,272.307,299.964,330.473,364.086,399.927,438.259,480.324,526.427,577.028,632.334,693.027,759.547,832.556,912.352,999.923,1095.899,1201.239,1316.371,1429.801,1517.398,1610.494,1709.021,1813.724,1924.842,2042.935,2167.918,2300.736,2441.691,2591.282,2750.037,2918.518,3095.118,3277.74,3464.123,3652.029,3839.646,4025.735,4209.945,4392.364,4573.623,4754.512,4936.201,5119.34,5304.557,5492.105,5682.558,5875.642,6071.282
Africa,566,Nigeria,21977,Ado-Ekiti,City Proper,7.621,5.2215,19.502,21.383,23.448,25.707,28.186,30.905,33.89,37.154,40.738,44.668,48.983,53.701,58.88,64.56,70.796,77.615,85.102,93.31,102.324,112.179,123,124.954,126.942,128.955,131.004,133.085,135.202,137.347,139.529,141.745,144,146.147,148.329,150.544,152.794,155.073,157.388,159.738,162.126,164.543,167,172.949,179.118,185.49,192.097,198.94,206.036,213.365,220.966,228.837,237,245.481,254.277,263.389,272.841,282.604,292.731,303.221,314.102,325.342,337,349.076,361.603,374.542,387.964,401.866,416.266,431.182,446.633,462.757,479.674,497.483,516.228,535.916,556.505,577.95,600.157,623.041,646.511,670.537,695.048,720.013,745.386,771.2,797.391,823.938
Africa,566,Nigeria,21978,Akure,City Proper,7.25256,5.19312,33.754,35.691,37.743,39.906,42.197,44.619,47.184,49.888,52.752,55.78,58.986,62.367,65.947,69.733,73.137,76.363,79.737,83.259,86.943,90.778,94.788,98.976,103.355,107.914,112.681,117.659,122.864,128.284,133.952,139.869,146.057,152.5,159.237,166.272,173.627,181.287,189.296,197.658,206.402,215.508,225.028,234.969,244.275,253.158,262.376,271.93,281.846,292.094,302.731,313.754,325.195,337.02,349.292,362.011,375.211,388.855,403.015,417.69,432.921,448.663,465,481.932,499.506,517.669,536.519,556.056,576.304,597.29,619.04,641.733,665.524,690.533,716.815,744.371,773.141,803.062,834.009,865.871,898.526,931.939,966.018,1000.72,1035.989,1071.868,1108.271,1145.167
Africa,566,Nigeria,21980,Bauchi,Urban Agglomeration,10.31344,9.84327,23.608,24.456,25.335,26.243,27.185,28.161,29.173,30.218,31.303,32.427,33.592,34.796,36.045,37.339,39.325,41.775,44.382,47.151,50.097,53.218,56.539,60.066,63.819,67.795,72.026,76.519,81.301,86.366,91.755,97.48,103.57,110.023,116.888,124.181,131.94,140.161,148.906,158.197,168.081,178.554,189.694,201.53,211.159,219.137,227.428,236.032,244.975,254.231,263.85,273.833,284.208,294.946,306.105,317.686,329.723,342.181,355.127,368.563,382.528,396.98,412,427.588,443.789,460.556,477.981,496.066,514.835,534.315,554.531,575.617,597.679,620.8,645.005,670.28,696.566,723.806,751.9,780.758,810.286,840.466,871.225,902.536,934.35,966.712,999.544,1032.821
Africa,566,Nigeria,21981,Benin City,Urban Agglomeration,6.33504,5.62749,49.148,50.91,52.738,55.201,58.502,62.001,65.715,69.64,73.805,78.219,82.904,87.856,93.11,98.679,105.556,113.444,121.933,131.058,140.88,151.407,162.738,174.916,188.024,202.075,217.197,233.45,250.945,269.698,289.88,311.573,334.923,359.951,386.887,415.839,447.003,480.406,516.356,554.997,596.589,641.171,689.152,740.724,775.789,798.197,821.285,845.04,869.516,894.631,920.508,947.133,974.567,1002.716,1031.719,1061.561,1092.309,1123.859,1156.366,1189.813,1224.275,1259.637,1296.072,1333.56,1372.186,1411.82,1452.656,1494.673,1537.905,1582.388,1628.157,1676.132,1727.169,1781.999,1841.084,1904.631,1972.558,2044.654,2120.457,2199.479,2281.195,2365.308,2451.414,2539.286,2628.692,2719.694,2812.047,2905.66
Africa,566,Nigeria,206384,Birnin Kebbi,Urban Agglomeration,12.45389,4.1975,11.183,11.856,12.571,13.326,14.129,14.979,15.882,16.837,17.851,18.925,20.066,21.272,22.553,23.911,25.352,26.876,28.494,30.209,32.03,33.956,36,38.132,40.393,42.781,45.315,47.998,50.844,53.851,57.04,60.417,64,67.799,71.829,76.098,80.628,85.413,90.49,95.869,101.575,107.604,114,118.507,123.198,128.062,133.124,138.387,143.866,149.545,155.457,161.602,168,174.664,181.601,188.815,196.325,204.112,212.22,220.649,229.426,238.526,248,257.851,268.107,278.741,289.813,301.325,313.294,325.739,338.678,352.169,366.254,380.96,396.283,412.202,428.676,445.671,463.133,481.016,499.276,517.911,536.887,556.193,575.803,595.748,615.982,636.49
Africa,566,Nigeria,21982,Calabar,Urban Agglomeration,4.9517,8.322,43.743,44.883,46.054,47.551,49.465,51.455,53.529,55.681,57.922,60.253,62.681,65.201,67.825,70.555,73.398,76.348,79.421,82.618,85.947,89.402,93,95.48,98.029,100.64,103.323,106.078,108.911,111.811,114.792,117.853,121,124.268,127.628,131.08,134.63,138.265,142.004,145.845,149.794,153.84,158,165.017,172.355,179.999,187.992,196.341,205.072,214.167,223.678,233.611,244,254.769,266.029,277.786,290.081,302.884,316.27,330.248,344.865,360.085,376,392.618,409.995,428.09,447.01,466.767,487.397,508.939,531.433,554.887,579.273,604.546,630.628,657.435,684.876,712.904,741.455,770.497,800.002,830.011,860.502,891.484,922.934,954.911,987.347,1020.219
Africa,566,Nigeria,21985,Effon Alaiye,City Proper,7.65,4.91667,44.515,45.905,47.34,48.816,50.34,51.912,53.535,55.204,56.927,58.704,60.54,62.427,64.376,66.386,68.462,70.596,72.8,75.073,77.42,79.834,82.326,84.896,87.551,90.28,93.099,96.005,99.007,102.094,105.281,108.568,111.962,115.453,119.057,122.774,126.613,130.56,134.636,138.84,143.181,147.645,152.254,157.008,161.916,166.964,172.177,177.552,183.104,188.812,194.707,200.786,207.063,213.519,220.185,227.059,234.158,241.458,248.997,256.771,264.798,273.054,281.579,290.37,299.448,308.784,318.424,328.366,338.618,349.191,360.094,371.499,383.566,396.429,410.17,424.823,440.363,456.749,473.889,491.685,510.037,528.893,548.173,567.836,587.835,608.187,628.841,649.775
